id	lastName	givenName1	givenName2	dateOfBirth	sex	isAlive	locality	postcode	originalContext	recordDate
26136	Griffith	Luis	Brock	1966-05-18	M	Y	Kensington (WA)	6151	null	2009-12-23
26137	Milan	Charisse	Cory	1994-11-07	F	Y	Buff Point	2262	null	2002-09-10
26138	Breese	Dorinda	Susan	1978-06-01	F	Y	Mount Martha	3934	null	2002-10-15
26139	Dexter	Alta	Vicky	1958-06-03	F	Y	Greenvale (Vic.)	3059	null	2017-12-16
26140	Lampe	Kendra	Lue	2007-10-15	F	Y	Carrum Downs	3201	null	2015-01-15
26141	Melanson	Sun	Tammi	1979-09-22	F	Y	Newport (NSW)	2106	null	2016-02-25
26142	Archer	Mirian	Imelda	1964-08-08	F	Y	Bangor (NSW)	2234	null	2010-06-16
26143	Christie	Carrol	Aracely	1977-03-14	F	Y	Jandakot	6164	null	2000-08-12
26144	Roach	Amy	Myrtice	1971-03-23	F	Y	Macquarie Fields	2564	null	2014-02-26
26145	Giroux	Brock	Kurt	1992-12-25	M	Y	Lalor	3075	null	2002-09-04
26146	Levin	Ross	Erik	1974-06-12	M	Y	Cambridge Park	2747	null	2012-10-11
26147	Summerfield	Adria	Myriam	1973-08-21	F	Y	Manly (Qld)	4179	null	2003-08-22
26148	Demaio	Emilio	Tim	1962-11-01	M	Y	Dundathu	4650	null	2001-05-02
26149	Nations	Petra	Sybil	1941-05-07	F	Y	River Heads	4655	null	2003-03-28
26150	Sappington	Alex	Arnulfo	1981-03-25	M	Y	Gawler (SA)	5118	null	2014-10-21
26151	Strang	Marisol	Amada	1958-08-18	F	Y	Birkdale	4159	null	2007-02-11
26152	Labbe	Carlotta	Carmelita	1948-07-08	F	Y	Tolland	2650	null	2014-02-23
26153	Kass	Melisa	Janis	1977-05-17	F	Y	East Bairnsdale	3875	null	2010-07-10
26154	Purvis	Darleen	Rosanne	1977-07-23	F	Y	Northmead	2152	null	2015-08-18
26155	Morlan	Tomas	Whitney	1936-01-05	M	N	Durack (NT)	0830	null	2004-10-06
26156	Pendergast	Jeffry	Rodger	1964-12-07	M	Y	Roxburgh Park	3064	null	2011-06-10
26157	Ervin	Cristi	Oma	1962-08-12	F	Y	Cardross	3496	null	2009-08-08
26158	Drew	Emilio	Elton	1966-11-17	M	Y	Cromer (NSW)	2099	null	2004-10-14
26159	Denison	Hildegard	Angie	1977-04-11	F	Y	Bentley (WA)	6102	null	2007-04-16
26160	Corbett	Warren	Kennith	1958-06-20	M	Y	Arncliffe	2205	null	2003-07-10
26161	Butt	Elmer	Arturo	1974-12-22	M	Y	Lidcombe	2141	null	2009-08-11
26162	Huang	Korey	Jean	1986-01-11	M	Y	Urangan	4655	null	2009-05-21
26163	Towle	Stephan	Fredrick	1955-01-12	M	Y	Greenwood (WA)	6024	null	2016-04-19
26164	Cravens	Haley	Elena	1947-02-19	F	N	Merewether	2291	null	2002-03-14
26165	Silverstein	Jodie	Dean	1977-11-24	F	Y	Punchbowl (Canterbury - NSW)	2196	null	2013-07-03
26166	Sperling	Maurine	Gale	1973-07-08	F	Y	Nicholls	2913	null	2000-07-28
26167	Duffey	Irwin	Lynwood	1958-01-06	M	Y	Caulfield South	3162	null	2000-05-14
26168	Oliphant	Randal	Jeffery	1970-05-06	M	Y	Campbelltown (NSW)	2560	null	2003-03-14
26169	Clausen	Colby	Sal	1947-11-13	M	N	Migratory - Offshore - Shipping (OT)	9797	null	2010-06-28
26170	Wier	Dedra	Tonya	1946-12-27	F	Y	Hoppers Crossing	3029	null	2001-11-12
26171	Borowski	Jorge	Colton	1946-05-28	M	Y	Wangara	6065	null	2000-06-06
26172	Pickens	Zachary	Omar	1983-06-21	M	Y	Downside	2650	null	2006-01-06
26173	Dillow	Harrison	Elton	2007-06-28	M	Y	Woodcroft (SA)	5162	null	2014-05-15
26174	Tompkins	Damon	Mitchel	1999-11-22	M	Y	Kelvin Grove	4059	null	2018-01-18
26175	Henson	Tresa	Blanche	1967-02-20	F	Y	Forest Hill (Vic.)	3131	null	2014-01-14
26176	Gerace	Oscar	Alexis	1979-12-17	M	N	Crestmead	4132	null	2006-02-06
26177	Ruppert	Georgiana	Tommie	1978-04-06	F	Y	Parrearra	4575	null	1999-06-25
26178	Higginbotham	Leslie	Ophelia	1983-04-27	F	Y	South Brighton	5048	null	2005-12-18
26179	Rizzuto	Antone	Vincenzo	1997-01-24	M	Y	Browns Plains (Qld)	4118	null	2007-06-20
26180	Mcelrath	Antone	Wilton	1993-01-23	M	Y	Dianella	6059	null	2001-04-26
26181	Annis	Buddy	Isaiah	1961-10-02	M	Y	Riverside (NSW)	2444	null	2017-12-06
26182	Jackman	Daisy	Gaye	1951-12-26	F	N	Erskine Park	2759	null	2013-10-03
26183	Kenner	Boyce	Martin	1965-12-21	M	Y	Carindale	4152	null	2012-07-03
26184	Henderson	Lida	Patti	1969-06-04	F	Y	China	International	null	2013-02-17
26185	Joyce	Zenaida	Dominique	1936-06-24	F	N	Bensville	2251	null	2005-05-21
26186	Frederickson	Dillon	Russel	1976-11-23	M	Y	Riverside (Tas.)	7250	null	2002-04-18
26187	Boyce	Kitty	Leila	1965-02-02	F	Y	Mosman	2088	null	2016-11-12
26188	Liner	Merlin	Alvaro	1955-06-03	M	Y	Mitchell Park (SA)	5043	null	2009-07-21
26189	Raynor	Nelle	Trudy	1994-12-10	F	Y	Eastgardens	2036	null	2003-02-08
26190	Reinert	Leigh	Chanda	1996-06-10	F	Y	Rowes Bay	4810	null	2017-03-08
26191	Littlejohn	Jonas	Young	1987-09-02	M	Y	Myaree	6154	null	2005-03-19
26192	Gilliland	Patricia	Jacinto	1944-07-17	M	Y	Sandy Hollow	2333	null	2011-11-19
26193	Farber	Meta	Fran	1963-12-09	F	Y	Hamilton (Qld)	4007	null	2002-11-20
26194	Halliburton	Trish	Lucila	1949-03-07	F	Y	Frankston South	3199	null	2006-09-09
26195	Strouse	Adria	Lola	1953-09-10	F	Y	Stafford Heights	4053	null	2014-05-08
26196	Kimes	Tess	Maxie	1964-05-03	F	Y	Gambia	International	null	2015-09-11
26197	Berard	Bertie	Caryl	1948-06-18	F	Y	Redland Bay	4165	null	2000-04-23
26198	Denmark	Dina	Liliana	2001-11-10	F	Y	Wavell Heights	4012	null	2014-01-17
26199	Dasilva	Leila	Josefa	2001-01-15	F	Y	Hawthorn (Vic.)	3122	null	2013-07-18
26200	Sorg	Collin	Anderson	1999-11-19	M	Y	Wheelers Hill	3150	null	2006-06-17
26201	Metcalf	Candance	Hazel	1998-08-12	F	Y	Chances Plain	4413	null	2010-06-15
26202	Tankersley	Margret	Nanci	1943-10-10	F	Y	Tarragindi	4121	null	2012-04-26
26203	Mcgowan	Muriel	William	1971-01-03	F	Y	Warwick Farm	2170	null	2003-12-14
26204	Putt	Ernest	Marvin	1992-11-13	M	Y	Hurstville Grove	2220	null	2018-07-19
26205	Murry	Margarita	Kristi	1974-02-26	F	Y	Lithuania	International	null	2001-10-19
26206	Morano	Marilyn	Billy	1965-04-15	F	Y	Callignee	3844	null	2006-07-28
26207	Henninger	Shayla	Thelma	1939-09-04	F	Y	Upper Ferntree Gully	3156	null	2007-08-02
26208	Whitacre	Ned	Maxwell	2001-11-09	M	Y	Mount Camel	3523	null	2014-01-06
26209	Nettles	Bruno	Earle	1995-11-12	M	Y	Wannanup	6210	null	1999-11-28
26210	Toner	Del	Darius	1950-03-26	M	Y	Arana Hills	4054	null	2005-07-07
26211	Doak	Lloyd	Milan	1972-04-24	M	Y	Balwyn North	3104	null	2004-10-28
26212	Sewell	Carroll	Dante	1962-08-17	M	Y	Killara (NSW)	2071	null	2015-06-06
26213	Mears	Tommy	Lenny	1955-05-24	M	Y	Gwelup	6018	null	2012-04-15
26214	Crippen	Allie	Alecia	1941-07-02	F	N	Toolern Vale	3337	null	2005-06-23
26215	Bowman	Danilo	Hai	1935-04-25	M	N	Newman	6753	null	2003-12-02
26216	Spellman	Wendi	Aracely	1992-12-08	F	Y	Ellesmere	4610	null	2005-04-24
26217	Duren	Miguel	Leonel	2005-07-08	M	Y	Carrum Downs	3201	null	2014-03-27
26218	Denney	Allan	Kenton	2001-12-23	M	N	Niger	International	null	2015-08-20
26219	Holley	Collin	Neville	1975-05-07	M	Y	Yahl	5291	null	2001-03-19
26220	Higdon	Chrissy	Shelia	1950-03-05	F	N	Reid (ACT)	2612	null	2015-05-17
26221	Goggins	Branden	Dillon	1947-05-11	M	N	Rosebery (NSW)	2018	null	2002-05-07
26222	Toy	Roxanna	Lennie	1952-12-05	F	Y	South Bunbury	6230	null	2013-03-25
26223	Janes	Heriberto	Ellis	1991-03-26	M	Y	Brunswick West	3055	null	2000-06-03
26224	Arruda	Maryann	Charity	1940-12-21	F	N	Indooroopilly	4068	null	2009-12-19
26225	Holston	Nelly	Lashonda	1987-04-19	F	Y	Rouse Hill	2155	null	1999-05-21
26226	Irby	Reid	Jim	1963-06-21	M	Y	Netherlands	International	null	2003-04-27
26227	Vanover	Greg	Elton	1952-05-24	M	Y	Applecross	6153	null	2006-09-21
26228	Masse	Claud	Jame	1954-09-13	M	Y	South Albury	2640	null	2011-05-14
26229	Dorsey	Elden	Weldon	1934-03-24	M	Y	Waverley (NSW)	2024	null	2002-06-26
26230	Hern	Willie	Ollie	1999-07-22	F	N	Kambah	2902	null	2008-11-19
26231	Musser	Damion	Randell	1941-09-18	M	Y	Doreen	3754	null	2006-11-14
26232	Kornegay	Sergio	Ryan	1995-08-13	M	Y	Yattalunga (SA)	5114	null	2008-11-03
26233	Householder	Mary	Margot	1959-03-17	F	Y	Runcorn	4113	null	2013-07-07
26234	Skelton	Jonna	Virgina	1994-12-12	F	Y	Barry (Blayney - NSW)	2799	null	2010-08-16
26235	Ludwig	Elvis	Quintin	1965-11-04	M	Y	Labrador	4215	null	2010-08-15
26236	Kiser	Nigel	Lino	1995-03-20	M	Y	Burrum River	4659	null	2014-02-15
26237	Tincher	Noelia	Jean	1990-08-12	F	Y	St Andrews Beach	3941	null	2004-06-05
26238	Piper	Beatrice	Harriet	1994-10-04	F	Y	Guyana	International	null	2002-12-06
26239	Noel	Kip	Ernesto	1994-02-22	M	Y	Logan Central	4114	null	2010-12-02
26240	Stewart	Kenyatta	Veda	1956-07-07	F	Y	Whyalla Stuart	5608	null	2000-09-26
26241	Ung	Jim	Clint	1961-02-01	M	Y	Kardinya	6163	null	2011-01-24
26242	Swanger	Jannette	Aisha	1997-02-21	F	Y	Williams Landing	3027	null	2008-12-22
26243	David	Taylor	Matt	1950-12-09	M	N	Canterbury (NSW)	2193	null	2016-12-16
26244	Congdon	Myrtle	Charolette	2007-01-08	F	Y	Northfield	5085	null	2018-10-11
26245	Bova	Trey	Chance	2009-06-06	M	Y	Phegans Bay	2256	null	2017-08-11
26246	Dunton	Leticia	Ila	1944-10-05	F	Y	Equatorial Guinea	International	null	2003-01-18
26247	Mcquiston	Andra	Oma	1938-08-11	F	N	Thomastown	3074	null	2003-05-10
26248	Rubino	Wilburn	Jordon	1976-09-09	M	Y	Vermont South	3133	null	2007-08-09
26249	Helmer	Tessa	Lori	1992-01-24	F	Y	Springfield (SA)	5062	null	2010-06-07
26250	Trammel	Aida	Hermelinda	1975-04-27	F	Y	Chippendale	2008	null	2012-07-19
26251	Carruthers	Hyman	Leandro	1954-05-07	M	N	Maidstone	3012	null	2000-12-26
26252	Keever	Forrest	Thaddeus	2011-05-06	M	Y	Gwynneville	2500	null	2016-08-24
26253	Fee	Claude	Glen	1976-03-15	M	Y	O'Halloran Hill	5158	null	2004-04-09
26254	Atwell	Mariah	Marcie	1941-04-27	F	Y	Thailand	International	null	2002-02-22
26255	Saul	Emmitt	Augustine	1955-08-16	M	Y	Asquith	2077	null	2006-03-12
26256	Pastor	Bill	Lewis	1973-10-16	M	Y	Laos	International	null	2015-07-15
26257	Thurston	Lonny	Levi	1978-08-22	M	Y	Alexandra Hills	4161	null	2004-11-12
26258	Gordan	Jodi	Jaqueline	1996-08-01	F	Y	Parkinson	4115	null	2005-11-04
26259	Harter	Kieth	Gregory	1970-03-09	M	Y	Fernbank Creek	2444	null	2008-09-12
26260	Osborne	Winnie	Antoinette	1961-11-11	F	Y	Bass Hill	2197	null	2000-10-08
26261	Blackmon	Darcie	Ashlie	1941-05-12	F	Y	Glen Osmond	5064	null	2000-01-26
26262	Kim	Anabel	Marianna	1965-01-01	F	Y	North Nowra	2541	null	2009-06-07
26263	Brooker	Kareem	Norris	2013-09-10	M	Y	Mill Park	3082	null	2018-04-22
26264	Mohammad	David	Lacy	1999-04-01	M	Y	Hungary	International	null	2010-11-10
26265	Standish	Melinda	Joanne	1970-02-27	F	Y	Mount Pritchard	2170	null	2001-10-07
26266	Congdon	Ginger	Hortensia	2001-05-03	F	Y	Dromana	3936	null	2009-10-01
26267	Sparkman	Rodrigo	Dorian	1945-12-05	M	Y	Narre Warren South	3805	null	2011-05-07
26268	Zinn	Lisa	Amanda	2011-04-09	F	Y	Laos	International	null	2018-02-18
26269	Kirkpatrick	Tristan	Toney	1971-01-23	M	Y	Forest Hill (Vic.)	3131	null	2012-10-08
26270	Bancroft	Kris	Trey	1979-07-03	M	Y	Centennial Park (NSW)	2021	null	2016-07-03
26271	Tolson	Patrick	Sung	1954-08-01	M	Y	Reservoir (Vic.)	3073	null	2000-10-27
26272	Bristol	Adriana	Carissa	1988-12-10	F	Y	Springwood (Qld)	4127	null	2001-07-28
26273	Hobart	Dong	Colin	1947-10-04	M	Y	Oaklands Park	5046	null	2009-12-01
26274	Chick	Hugh	Theo	1933-08-02	M	Y	Hall	2618	null	2001-05-19
26275	Morrison	Lane	Ulysses	1950-05-25	M	Y	Maylands (WA)	6051	null	2001-06-01
26276	Paulus	Alberto	Kelly	1992-02-16	M	Y	Wagga Wagga	2650	null	2016-11-22
26277	Hummel	Freddie	Leatrice	1979-10-02	F	Y	Warners Bay	2282	null	2007-02-02
26278	Lovelace	Irving	Reynaldo	1934-10-26	M	N	Yatala Vale	5126	null	2003-05-16
26279	Sherwood	Maybelle	Bianca	1950-10-14	F	N	Salisbury North	5108	null	2013-12-05
26280	Renfrow	Kieth	Rashad	1993-06-14	M	Y	Payneham	5070	null	2011-10-14
26281	Pollock	Nicolas	Marlon	1965-09-08	M	Y	Woronora	2232	null	2002-06-12
26282	Mullins	Ericka	Kelly	1957-06-02	F	Y	Cremorne (Qld)	4740	null	2015-06-22
26283	Meister	Ivy	Trina	2001-05-27	F	Y	New Zealand	International	null	2017-02-17
26284	Kale	Pam	Britney	1976-10-18	F	Y	Taroom	4420	null	2012-09-20
26285	Gasper	Corinne	Sadie	1948-03-05	F	Y	Emerald (Qld)	4720	null	2007-12-12
26286	Theisen	Kerri	Augustine	1997-06-27	F	N	Eastwood (NSW)	2122	null	2007-10-14
26287	Glasco	Dustin	Gabriel	1977-07-21	M	Y	Bexley North	2207	null	2001-11-10
26288	Bumpus	Latoya	Carman	1936-11-19	F	N	San Remo (WA)	6210	null	2002-01-24
26289	Travis	Leonardo	Alfonso	1963-03-20	M	Y	No usual address (SA)	9494	null	2017-10-28
26290	Packard	Darin	Albert	1942-11-16	M	Y	Kenmore	4069	null	2011-12-03
26291	Gouveia	Kristofer	Brendan	1987-06-19	M	Y	Chatswood	2067	null	2016-02-27
26292	Mcgrady	Collin	Zachary	1938-09-23	M	Y	Australind	6233	null	2003-12-24
26293	Lamp	Lori	Flor	1984-07-23	F	Y	Catherine Hill Bay	2281	null	2007-02-13
26294	Munson	Davis	Mike	1970-11-02	M	Y	Clearview	5085	null	2010-06-19
26295	Boling	Clementine	Shayla	1953-04-12	F	N	Mowbray (Tas.)	7248	null	2015-06-04
26296	Kemper	Felicitas	Adrianne	1967-11-19	F	Y	City	2601	null	2006-12-22
26297	Land	Ola	Grace	1977-11-24	F	Y	Acheron	3714	null	2007-02-13
26298	Dossett	Xavier	Ivory	1971-09-11	M	Y	Richmond (Vic.)	3121	null	2013-07-15
26299	Olney	Jason	Jaime	1976-04-25	M	Y	Mount Eliza	3930	null	2018-07-09
26300	Grayson	Missy	Sherry	1969-06-27	F	Y	Razorback	2571	null	2000-11-23
26301	Howey	Augustine	Nathalie	1986-05-09	F	Y	Bardwell Valley	2207	null	2017-03-06
26302	Mangrum	Marilyn	Goldie	1997-01-06	F	Y	Polo Flat	2630	null	2015-10-21
26303	Ong	Erwin	Miguel	2000-08-07	M	Y	Equatorial Guinea	International	null	2007-11-11
26304	Landy	Oliver	Felton	1980-10-05	M	Y	Jerusalem	5554	null	2010-02-06
26305	Root	Mavis	Bridgette	1977-03-09	F	Y	Guinea	International	null	2010-08-20
26306	Brewington	Hattie	Theresa	1970-04-28	F	Y	Alexandra Hills	4161	null	2017-02-11
26307	Davey	Lenard	Jasper	1981-02-16	M	Y	Hoxton Park	2171	null	2016-11-18
26308	Housley	Ignacio	Henry	1942-09-18	M	Y	Traralgon South	3844	null	2010-03-28
26309	Blodgett	Neville	Young	1991-01-23	M	Y	Condell Park	2200	null	2003-10-19
26310	Mcgregor	Carissa	Juliana	1953-05-19	F	Y	Parramatta	2150	null	2012-06-03
26311	Marchetti	Albert	Samuel	1944-07-28	M	Y	Woronora	2232	null	1999-09-12
26312	Fall	Valentin	Daron	1959-10-10	M	Y	Flagstaff Hill	5159	null	2011-04-16
26313	Forester	Queen	Hulda	1984-01-26	F	Y	Ballajura	6066	null	2016-05-21
26314	Swinehart	Lance	Isaiah	1974-08-23	M	Y	Clontarf (NSW)	2093	null	2018-09-19
26315	Franck	Cameron	Lucius	1940-10-25	M	N	Alphington	3078	null	2003-04-23
26316	Gross	Jack	Deshawn	2002-06-09	M	Y	Tallebudgera	4228	null	2008-04-15
26317	Anglin	Ada	Leatrice	1983-08-15	F	Y	Springfield Lakes	4300	null	2014-10-05
26318	Gerdes	Guillermina	Mirna	1936-03-22	F	Y	Turramurra	2074	null	2002-04-14
26319	Lafferty	Laurette	Elouise	1950-02-16	F	Y	Kurwongbah	4503	null	2001-03-27
26320	Jumper	Samantha	Lisette	2010-04-12	F	Y	Middleton Grange	2171	null	2015-09-21
26321	Bonds	Katy	Tawnya	1962-02-26	F	Y	Warwick Farm	2170	null	2016-06-21
26322	Nilsen	Cynthia	Keri	1947-08-22	F	N	Finland	International	null	2015-06-28
26323	Snelling	Carmella	Elissa	1997-05-10	F	Y	Arundel	4214	null	2015-06-21
26324	Nalls	Twyla	Cecelia	1979-03-09	F	Y	Kariong	2250	null	2011-04-10
26325	Hesson	Ellen	Shelly	1967-08-27	F	Y	Robina	4230	null	2000-01-11
26326	Grant	Jacinto	Modesto	1991-05-08	M	Y	Garbutt	4814	null	2006-03-20
26327	Chea	Kathi	Dalia	1995-03-11	F	Y	Cremorne (Vic.)	3121	null	2001-07-28
26328	Gill	Hung	Sammie	1995-12-07	M	Y	Hall	2618	null	2003-03-05
26329	Chiasson	Susanne	Renae	1987-05-15	F	Y	Bellbrae	3228	null	2015-05-22
26330	Savoy	Anderson	Franklin	1979-06-03	M	Y	South Granville	2142	null	2012-08-09
26331	Elbert	Kathi	Bettie	1955-03-22	F	Y	Italy	International	null	2005-07-06
26332	Wagstaff	Weldon	Whitney	1963-06-23	M	Y	Maylands (WA)	6051	null	2014-05-13
26333	Pass	Joanna	Nannie	1975-04-11	F	Y	Ballajura	6066	null	2014-06-11
26334	Bobb	Guadalupe	Kennith	1961-05-20	M	Y	Clovelly	2031	null	2003-01-01
26335	Mazur	Shana	Isabell	1961-09-02	F	Y	Yeronga	4104	null	2000-01-25
26336	Schulz	Arnoldo	Cruz	2005-02-01	M	Y	Sailors Gully	3556	null	2011-04-10
26337	Black	Freddie	Vida	1985-05-03	F	Y	East Victoria Park	6101	null	2015-05-26
26338	Hermanson	Carlos	Tod	1949-10-27	M	Y	Wangaratta South	3678	null	2000-10-11
26339	Kowalczyk	Werner	Dale	1975-06-27	M	Y	Enmore (Marrickville - NSW)	2042	null	2008-11-11
26340	Stribling	Herlinda	Alyssa	1947-06-05	F	Y	Balgowlah Heights	2093	null	2006-07-17
26341	Ramsay	Ralph	Korey	1980-08-16	M	Y	Baskerville	6056	null	2008-03-18
26342	Bertram	Eboni	Virgie	1976-06-23	F	Y	Balwyn North	3104	null	2014-12-16
26343	Core	Latosha	Mamie	1974-12-25	F	Y	Parma	2540	null	2016-02-21
26344	Elliot	Milissa	Maranda	1975-05-02	F	Y	South Coogee	2034	null	2002-07-03
26345	Mattox	Jamey	Elijah	1991-03-05	M	Y	Underdale	5032	null	2016-03-02
26346	Leboeuf	Alma	Janeen	2011-01-06	F	Y	Red Hill (Western Downs - Qld)	4413	null	2017-03-10
26347	Paynter	Lavina	Ivette	1955-11-20	F	Y	Mount Martha	3934	null	2007-07-03
26348	Junker	August	Sam	1972-09-25	M	Y	Camperdown (NSW)	2006	null	2003-11-02
26349	Bibb	Elvira	Maxine	1948-01-22	F	Y	Azerbaijan	International	null	2004-08-04
26350	Alter	Yolanda	Leonor	1992-05-07	F	Y	Marayong	2148	null	2000-06-18
26351	Worthington	Bess	Astrid	2001-03-12	F	Y	Traralgon	3844	null	2012-04-22
26352	Ullrich	Antione	Raleigh	1943-11-23	M	Y	Westlake	4074	null	2001-08-01
26353	Darden	Elvia	Stephany	1992-04-10	F	Y	Hazelwood South	3840	null	2017-01-03
26354	Bourassa	Gregory	Reid	1991-10-18	M	Y	Bundaberg North	4670	null	2000-02-04
26355	Durgin	Elmo	August	1949-01-03	M	Y	Beldon	6027	null	2016-03-19
26356	Cowart	Deon	Ron	1995-05-09	M	Y	Wantirna South	3152	null	2005-11-11
26357	Reavis	Ana	Vina	1936-03-15	F	Y	Ransome	4154	null	2003-01-27
26358	Das	Sid	Rod	1948-06-16	M	Y	Aberfeldie	3040	null	2017-11-24
26359	Riggins	Samual	Lesley	1974-12-25	M	Y	Laos	International	null	2004-02-03
26360	Thurston	Inga	Claudette	1979-01-04	F	Y	New Zealand	International	null	1999-03-20
26361	Cannady	Priscilla	Jeniffer	1985-03-21	F	Y	Malta	International	null	2012-01-02
26362	Fogarty	Miranda	Selena	1966-01-19	F	Y	Bellbird	2325	null	2001-05-25
26363	Ren	Lavon	Chantelle	1952-10-06	F	Y	Cambodia	International	null	2017-01-07
26364	Halford	Tamela	Rhea	1936-07-13	F	Y	Woodbine (NSW)	2560	null	2001-09-19
26365	Imes	Joseph	Joel	1998-07-01	M	Y	North Melbourne	3051	null	2015-05-24
26366	Schulz	Darron	Harvey	1991-07-18	M	Y	Balaclava (Vic.)	3183	null	2011-07-07
26367	Hambrick	Harley	Albert	1989-06-27	M	Y	Malawi	International	null	2012-08-17
26368	Nicely	Faustino	Domenic	1942-05-07	M	Y	Wyong	2259	null	2001-03-01
26369	Badger	Vikki	Annamarie	1941-12-07	F	N	Marsfield	2122	null	2010-04-10
26370	Gan	Jovita	Agnes	1948-12-06	F	Y	Carlingford	2118	null	2005-09-19
26371	Papa	Junior	Irwin	1996-10-17	M	Y	Junction Village	3977	null	2009-10-24
26372	Ostrander	Robt	Todd	1956-07-01	M	Y	Newtown (Greater Geelong - Vic.)	3220	null	2012-06-25
26373	Tanner	Helena	Lillian	1938-11-05	F	N	Sadleir	2168	null	2007-06-12
26374	Tapley	Jeffrey	Aldo	1947-09-21	M	Y	Morley	6062	null	2009-09-26
26375	Greenberg	Arnulfo	Bert	1946-08-15	M	Y	St Andrews (NSW)	2566	null	2003-03-15
26376	Garton	Moises	Bryant	1984-12-28	M	Y	Colyton	2760	null	2013-12-13
26377	Radke	Dona	Sheila	1988-03-12	F	Y	Algester	4115	null	2011-08-16
26378	Suter	Casey	Ed	1971-04-03	M	Y	Eastwood (NSW)	2122	null	2011-08-16
26379	Mckenney	Lloyd	Ralph	1963-01-18	M	Y	Burswood	6100	null	2000-04-06
26380	Reid	Rachel	Marvel	1981-06-12	F	Y	Mona Vale	2103	null	2001-10-01
26381	Rollo	Gerard	Emory	1957-07-19	M	Y	Bonnells Bay	2264	null	2001-11-19
26382	Schulze	Walker	Edmundo	1939-04-10	M	N	Guinea	International	null	2005-03-21
26383	Blocker	Morris	Arnoldo	1950-12-06	M	Y	Broken Hill	2880	null	2007-04-27
26384	Paschal	Rueben	Sam	1980-07-21	M	Y	Henley	2111	null	2007-10-15
26385	Traylor	Ophelia	Artie	1970-08-05	F	Y	Hervey Range (Charters Towers - Qld)	4817	null	2003-10-28
26386	Chapel	Elissa	Devon	1971-05-23	F	Y	Kiama	2533	null	2011-08-13
26387	Slaton	Allan	Lincoln	1961-08-11	M	Y	Rozelle	2039	null	2011-04-18
26388	Bottoms	Francisca	Lorie	1963-11-12	F	Y	Langwarrin	3910	null	2018-02-02
26389	Helmick	Jefferson	Stevie	1983-06-16	M	Y	The Gap (Brisbane - Qld)	4061	null	2001-08-05
26390	Bettis	Sammie	Jimmie	1989-09-25	M	Y	Diamond Creek	3089	null	2013-04-16
26391	Andersen	Naomi	Effie	2005-02-03	F	Y	Ramsgate	2217	null	2010-03-20
26392	Olsen	Hilda	Dorcas	1994-02-26	F	Y	Wantirna	3152	null	2014-08-28
26393	Hulse	Judson	Roosevelt	1978-08-22	M	Y	Glen Waverley	3150	null	2018-05-17
26394	Lomax	Stan	Rupert	1979-05-01	M	Y	Waterford (Qld)	4133	null	2011-11-03
26395	Foreman	Vita	Ma	1986-11-24	F	Y	Yambuk	3285	null	2015-11-20
26396	Dickerson	Lidia	Janis	1950-11-17	F	Y	Fiji	International	null	2015-07-16
26397	Reichard	Hilario	Stevie	1948-02-23	M	Y	Port Kennedy	6172	null	2001-08-26
26398	Hensler	Derek	Kerry	1981-04-13	M	Y	Fairfield West	2165	null	2000-08-07
26399	Ashburn	Sung	Zachery	1964-12-14	M	Y	Balberra	4740	null	2009-05-25
26400	Beale	Tiffany	Lindsey	1955-04-17	F	Y	Ellen Grove	4300	null	2012-05-25
26401	Nichol	Florentino	Israel	1989-01-04	M	N	New Zealand	International	null	2009-12-06
26402	Clemmer	Caridad	Trinidad	1952-11-14	F	Y	Junction Village	3977	null	2004-08-15
26403	Randolph	Germaine	Reba	1951-02-26	F	Y	Cherrybrook	2126	null	2016-11-16
26404	Hudnall	Tristan	Lauren	1987-01-16	M	Y	Cape Verde	International	null	2016-09-24
26405	Sterling	Charolette	Hanna	1974-06-17	F	Y	Mount Stuart (Qld)	4811	null	2018-08-19
26406	Brubaker	Kendall	Tyree	1988-08-05	M	Y	Nigeria	International	null	2018-09-09
26407	Janda	Buford	Ronny	1999-11-22	M	Y	Ciccone	0870	null	2005-04-12
26408	Currier	Patricia	Debby	1992-09-06	F	Y	Burwood East	3151	null	2002-02-06
26409	Dye	Wilmer	Ollie	1998-03-14	M	Y	Dromedary (Tas.)	7030	null	2013-04-07
26410	Doucette	Marita	Justina	1996-02-22	F	Y	Wendouree	3355	null	2001-12-09
26411	Menefee	Joan	Leatha	1954-02-11	F	Y	Redbank Plains	4301	null	2014-11-10
26412	Newell	Colin	Laurence	2002-04-15	M	Y	Oman	International	null	2016-11-21
26413	Henshaw	Erwin	Dana	1993-01-13	M	Y	Great Britain	International	null	2008-06-09
26414	Pasley	Dottie	Suzie	1959-07-05	F	Y	Hamilton (Qld)	4007	null	2012-09-18
26415	Nielsen	Ora	Elisabeth	1961-04-04	F	Y	Penna	7171	null	2002-09-13
26416	Wiest	Aurelio	Omer	1970-01-12	M	Y	Riverview (Qld)	4303	null	2016-01-16
26417	Meade	Nila	Lia	1979-10-28	F	Y	Darlinghurst	2010	null	2004-03-16
26418	Sams	James	Omer	1999-05-26	M	Y	Beecroft	2119	null	2017-03-19
26419	Holladay	Ronda	Yolonda	1975-07-17	F	Y	Bulleen	3105	null	2017-07-02
26420	Salem	Veda	Susanna	1960-02-14	F	Y	East Bunbury	6230	null	2018-02-06
